sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
376_segment_19.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_57.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.08,0.05
376_segment_48.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.07,0.06
376_segment_64.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.01,0.0
376_segment_24.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_45.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.04,0.02
376_segment_10.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.04,0.01
376_segment_51.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.05,0.03
376_segment_27.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.03,0.01
376_segment_46.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.04,0.02
376_segment_52.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.08,0.04
376_segment_17.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.03,0.01
376_segment_65.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.17,0.03
376_segment_40.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.05,0.02
376_segment_33.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.07,0.02
376_segment_1.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.08,0.05
376_segment_11.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.12,0.03
376_segment_25.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.06,0.01
376_segment_43.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.06,0.02
376_segment_5.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.04,0.01
376_segment_20.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.06,0.01
376_segment_34.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.07,0.02
376_segment_62.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.0,0.0
376_segment_47.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.05,0.03
376_segment_36.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.07,0.02
376_segment_38.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.06,0.03
376_segment_53.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.07,0.03
376_segment_54.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.04,0.02
376_segment_22.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.02,0.01
376_segment_39.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.06,0.03
376_segment_6.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.03,0.01
376_segment_31.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.06,0.03
376_segment_16.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.04,0.02
376_segment_37.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.08,0.04
376_segment_32.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.1,0.03
376_segment_66.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.01,0.0
376_segment_29.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.1,0.06
376_segment_44.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.04,0.03
376_segment_41.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.06,0.03
376_segment_15.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.06,0.01
376_segment_70.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.04,0.02
376_segment_18.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.07,0.01
376_segment_4.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_67.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.08,0.03
376_segment_2.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.08,0.05
376_segment_50.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.03,0.02
376_segment_28.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.02
376_segment_30.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_55.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.08,0.05
376_segment_21.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_12.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.03,0.01
376_segment_23.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.06,0.01
376_segment_69.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.01,0.0
376_segment_49.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.04,0.02
376_segment_68.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.06,0.04
376_segment_7.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.04,0.01
376_segment_8.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.08,0.01
376_segment_42.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.08,0.04
376_segment_61.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.04,0.02
376_segment_72.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.05,0.02
376_segment_71.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.07,0.02
376_segment_13.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_9.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_63.mp3,376_Vs_Hogan_sAlley_05_06BreakTime,0.06,0.02
376_segment_14.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_26.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.03,0.01
376_segment_58.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.02,0.0
376_segment_35.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.09,0.05
376_segment_60.mp3,376_Vs_Hogan_sAlley_00_01Staff,0.05,0.02
376_segment_3.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.05,0.01
376_segment_56.mp3,376_Vs_Hogan_sAlley_07_08NameEntry,0.12,0.05
376_segment_59.mp3,376_Vs_Hogan_sAlley_04_05BonusRound,0.01,0.0
