sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
043_segment_84.mp3,043_Castelian_03_04BonusRoad,0.17,0.01
043_segment_12.mp3,043_Castelian_00_01MainTheme,0.18,0.05
043_segment_28.mp3,043_Castelian_00_01MainTheme,0.13,0.03
043_segment_45.mp3,043_Castelian_03_04BonusRoad,0.37,0.04
043_segment_107.mp3,043_Castelian_04_05FinalScore,0.04,0.03
043_segment_19.mp3,043_Castelian_03_04BonusRoad,0.39,0.04
043_segment_9.mp3,043_Castelian_03_04BonusRoad,0.36,0.04
043_segment_55.mp3,043_Castelian_00_01MainTheme,0.2,0.07
043_segment_72.mp3,043_Castelian_03_04BonusRoad,0.31,0.03
043_segment_43.mp3,043_Castelian_04_05FinalScore,0.04,0.02
043_segment_98.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_7.mp3,043_Castelian_00_01MainTheme,0.21,0.07
043_segment_36.mp3,043_Castelian_00_01MainTheme,0.23,0.07
043_segment_75.mp3,043_Castelian_03_04BonusRoad,0.45,0.04
043_segment_87.mp3,043_Castelian_03_04BonusRoad,0.37,0.04
043_segment_20.mp3,043_Castelian_03_04BonusRoad,0.44,0.05
043_segment_86.mp3,043_Castelian_03_04BonusRoad,0.43,0.04
043_segment_59.mp3,043_Castelian_03_04BonusRoad,0.27,0.02
043_segment_46.mp3,043_Castelian_03_04BonusRoad,0.43,0.04
043_segment_89.mp3,043_Castelian_00_01MainTheme,0.21,0.06
043_segment_54.mp3,043_Castelian_00_01MainTheme,0.22,0.06
043_segment_67.mp3,043_Castelian_00_01MainTheme,0.2,0.07
043_segment_27.mp3,043_Castelian_00_01MainTheme,0.22,0.06
043_segment_99.mp3,043_Castelian_00_01MainTheme,0.18,0.05
043_segment_60.mp3,043_Castelian_03_04BonusRoad,0.38,0.03
043_segment_51.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_101.mp3,043_Castelian_00_01MainTheme,0.17,0.04
043_segment_90.mp3,043_Castelian_00_01MainTheme,0.22,0.07
043_segment_37.mp3,043_Castelian_00_01MainTheme,0.23,0.06
043_segment_41.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_31.mp3,043_Castelian_03_04BonusRoad,0.44,0.04
043_segment_64.mp3,043_Castelian_00_01MainTheme,0.15,0.03
043_segment_62.mp3,043_Castelian_03_04BonusRoad,0.39,0.04
043_segment_15.mp3,043_Castelian_00_01MainTheme,0.23,0.07
043_segment_52.mp3,043_Castelian_03_04BonusRoad,0.4,0.04
043_segment_26.mp3,043_Castelian_00_01MainTheme,0.23,0.06
043_segment_102.mp3,043_Castelian_00_01MainTheme,0.19,0.03
043_segment_66.mp3,043_Castelian_00_01MainTheme,0.2,0.07
043_segment_38.mp3,043_Castelian_03_04BonusRoad,0.41,0.04
043_segment_11.mp3,043_Castelian_03_04BonusRoad,0.46,0.04
043_segment_10.mp3,043_Castelian_03_04BonusRoad,0.42,0.04
043_segment_105.mp3,043_Castelian_03_04BonusRoad,0.25,0.02
043_segment_30.mp3,043_Castelian_03_04BonusRoad,0.36,0.04
043_segment_23.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_109.mp3,043_Castelian_04_05FinalScore,0.03,0.02
043_segment_14.mp3,043_Castelian_00_01MainTheme,0.22,0.07
043_segment_69.mp3,043_Castelian_00_01MainTheme,0.21,0.06
043_segment_47.mp3,043_Castelian_03_04BonusRoad,0.43,0.04
043_segment_80.mp3,043_Castelian_03_04BonusRoad,0.43,0.04
043_segment_40.mp3,043_Castelian_00_01MainTheme,0.22,0.07
043_segment_16.mp3,043_Castelian_03_04BonusRoad,0.44,0.04
043_segment_48.mp3,043_Castelian_03_04BonusRoad,0.46,0.04
043_segment_58.mp3,043_Castelian_00_01MainTheme,0.24,0.07
043_segment_50.mp3,043_Castelian_03_04BonusRoad,0.39,0.04
043_segment_56.mp3,043_Castelian_00_01MainTheme,0.18,0.06
043_segment_74.mp3,043_Castelian_03_04BonusRoad,0.39,0.04
043_segment_21.mp3,043_Castelian_03_04BonusRoad,0.44,0.04
043_segment_71.mp3,043_Castelian_03_04BonusRoad,0.38,0.04
043_segment_100.mp3,043_Castelian_03_04BonusRoad,0.23,0.02
043_segment_73.mp3,043_Castelian_03_04BonusRoad,0.29,0.02
043_segment_104.mp3,043_Castelian_04_05FinalScore,0.05,0.04
043_segment_97.mp3,043_Castelian_00_01MainTheme,0.24,0.06
043_segment_88.mp3,043_Castelian_00_01MainTheme,0.13,0.03
043_segment_81.mp3,043_Castelian_03_04BonusRoad,0.43,0.04
043_segment_68.mp3,043_Castelian_03_04BonusRoad,0.4,0.04
043_segment_63.mp3,043_Castelian_03_04BonusRoad,0.44,0.04
043_segment_35.mp3,043_Castelian_00_01MainTheme,0.21,0.06
043_segment_29.mp3,043_Castelian_03_04BonusRoad,0.35,0.03
043_segment_93.mp3,043_Castelian_00_01MainTheme,0.18,0.06
043_segment_77.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_108.mp3,043_Castelian_03_04BonusRoad,0.27,0.02
043_segment_1.mp3,043_Castelian_00_01MainTheme,0.22,0.06
043_segment_103.mp3,043_Castelian_00_01MainTheme,0.12,0.03
043_segment_65.mp3,043_Castelian_00_01MainTheme,0.23,0.05
043_segment_57.mp3,043_Castelian_03_04BonusRoad,0.37,0.04
043_segment_3.mp3,043_Castelian_00_01MainTheme,0.22,0.06
043_segment_34.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_5.mp3,043_Castelian_00_01MainTheme,0.24,0.07
043_segment_91.mp3,043_Castelian_00_01MainTheme,0.24,0.06
043_segment_61.mp3,043_Castelian_03_04BonusRoad,0.38,0.04
043_segment_83.mp3,043_Castelian_00_01MainTheme,0.2,0.05
043_segment_8.mp3,043_Castelian_00_01MainTheme,0.14,0.03
043_segment_13.mp3,043_Castelian_00_01MainTheme,0.21,0.07
043_segment_17.mp3,043_Castelian_03_04BonusRoad,0.24,0.02
043_segment_76.mp3,043_Castelian_03_04BonusRoad,0.39,0.03
043_segment_95.mp3,043_Castelian_00_01MainTheme,0.23,0.07
043_segment_78.mp3,043_Castelian_00_01MainTheme,0.22,0.07
043_segment_85.mp3,043_Castelian_03_04BonusRoad,0.35,0.03
043_segment_2.mp3,043_Castelian_03_04BonusRoad,0.35,0.03
043_segment_24.mp3,043_Castelian_00_01MainTheme,0.21,0.07
043_segment_70.mp3,043_Castelian_00_01MainTheme,0.24,0.06
043_segment_49.mp3,043_Castelian_00_01MainTheme,0.23,0.05
043_segment_32.mp3,043_Castelian_03_04BonusRoad,0.45,0.04
043_segment_92.mp3,043_Castelian_00_01MainTheme,0.2,0.06
043_segment_39.mp3,043_Castelian_03_04BonusRoad,0.38,0.05
043_segment_53.mp3,043_Castelian_00_01MainTheme,0.23,0.07
043_segment_4.mp3,043_Castelian_03_04BonusRoad,0.39,0.04
043_segment_6.mp3,043_Castelian_03_04BonusRoad,0.4,0.04
043_segment_33.mp3,043_Castelian_00_01MainTheme,0.15,0.04
043_segment_18.mp3,043_Castelian_03_04BonusRoad,0.34,0.03
043_segment_79.mp3,043_Castelian_00_01MainTheme,0.23,0.07
043_segment_94.mp3,043_Castelian_00_01MainTheme,0.19,0.06
043_segment_25.mp3,043_Castelian_03_04BonusRoad,0.38,0.04
043_segment_42.mp3,043_Castelian_00_01MainTheme,0.22,0.06
043_segment_96.mp3,043_Castelian_03_04BonusRoad,0.42,0.04
043_segment_44.mp3,043_Castelian_00_01MainTheme,0.16,0.05
043_segment_22.mp3,043_Castelian_03_04BonusRoad,0.43,0.03
043_segment_106.mp3,043_Castelian_04_05FinalScore,0.05,0.03
043_segment_82.mp3,043_Castelian_00_01MainTheme,0.2,0.06
