sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
266_segment_23.mp3,266_PoolofRadiance_02_03CityHall,0.21,0.11
266_segment_328.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.36,0.08
266_segment_366.mp3,266_PoolofRadiance_01_02NewPhlan,0.77,0.15
266_segment_326.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.31,0.07
266_segment_164.mp3,266_PoolofRadiance_21_22CombatTheme,0.37,0.1
266_segment_345.mp3,266_PoolofRadiance_21_22CombatTheme,0.44,0.13
266_segment_283.mp3,266_PoolofRadiance_01_02NewPhlan,0.64,0.12
266_segment_56.mp3,266_PoolofRadiance_21_22CombatTheme,0.61,0.13
266_segment_311.mp3,266_PoolofRadiance_21_22CombatTheme,0.56,0.12
266_segment_130.mp3,266_PoolofRadiance_04_05ShopTheme,0.21,0.1
266_segment_48.mp3,266_PoolofRadiance_21_22CombatTheme,0.49,0.13
266_segment_346.mp3,266_PoolofRadiance_21_22CombatTheme,0.47,0.12
266_segment_350.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.25,0.05
266_segment_195.mp3,266_PoolofRadiance_03_04InnTheme,0.34,0.13
266_segment_72.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.26,0.05
266_segment_221.mp3,266_PoolofRadiance_21_22CombatTheme,0.44,0.11
266_segment_314.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.25,0.08
266_segment_317.mp3,266_PoolofRadiance_21_22CombatTheme,0.32,0.08
266_segment_70.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.28,0.07
266_segment_363.mp3,266_PoolofRadiance_04_05ShopTheme,0.23,0.1
266_segment_286.mp3,266_PoolofRadiance_01_02NewPhlan,0.65,0.14
266_segment_178.mp3,266_PoolofRadiance_04_05ShopTheme,0.22,0.1
266_segment_193.mp3,266_PoolofRadiance_03_04InnTheme,0.32,0.12
266_segment_336.mp3,266_PoolofRadiance_21_22CombatTheme,0.54,0.13
266_segment_121.mp3,266_PoolofRadiance_21_22CombatTheme,0.36,0.08
266_segment_160.mp3,266_PoolofRadiance_21_22CombatTheme,0.44,0.13
266_segment_2.mp3,266_PoolofRadiance_01_02NewPhlan,0.24,0.01
266_segment_66.mp3,266_PoolofRadiance_21_22CombatTheme,0.33,0.07
266_segment_289.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.27,0.08
266_segment_191.mp3,266_PoolofRadiance_03_04InnTheme,0.31,0.13
266_segment_158.mp3,266_PoolofRadiance_21_22CombatTheme,0.34,0.08
266_segment_367.mp3,266_PoolofRadiance_01_02NewPhlan,0.72,0.12
266_segment_234.mp3,266_PoolofRadiance_21_22CombatTheme,0.5,0.12
266_segment_144.mp3,266_PoolofRadiance_21_22CombatTheme,0.36,0.1
266_segment_54.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.26,0.06
266_segment_258.mp3,266_PoolofRadiance_21_22CombatTheme,0.43,0.13
266_segment_28.mp3,266_PoolofRadiance_04_05ShopTheme,0.25,0.1
266_segment_101.mp3,266_PoolofRadiance_21_22CombatTheme,0.53,0.12
266_segment_132.mp3,266_PoolofRadiance_01_02NewPhlan,0.7,0.15
266_segment_254.mp3,266_PoolofRadiance_21_22CombatTheme,0.26,0.06
266_segment_268.mp3,266_PoolofRadiance_21_22CombatTheme,0.41,0.1
266_segment_86.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.27,0.06
266_segment_272.mp3,266_PoolofRadiance_21_22CombatTheme,0.43,0.13
266_segment_253.mp3,266_PoolofRadiance_21_22CombatTheme,0.57,0.13
266_segment_303.mp3,266_PoolofRadiance_21_22CombatTheme,0.54,0.12
266_segment_359.mp3,266_PoolofRadiance_04_05ShopTheme,0.22,0.1
266_segment_151.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.32,0.08
266_segment_9.mp3,266_PoolofRadiance_04_05ShopTheme,0.13,0.01
266_segment_110.mp3,266_PoolofRadiance_21_22CombatTheme,0.49,0.12
266_segment_104.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.22,0.06
266_segment_105.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.25,0.07
266_segment_13.mp3,266_PoolofRadiance_17_18StojanowGateValjevoCastle,0.32,0.01
266_segment_214.mp3,266_PoolofRadiance_01_02NewPhlan,0.81,0.09
266_segment_321.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.23,0.06
266_segment_365.mp3,266_PoolofRadiance_01_02NewPhlan,0.77,0.15
266_segment_100.mp3,266_PoolofRadiance_21_22CombatTheme,0.56,0.13
266_segment_32.mp3,266_PoolofRadiance_01_02NewPhlan,0.51,0.1
266_segment_99.mp3,266_PoolofRadiance_21_22CombatTheme,0.39,0.07
266_segment_179.mp3,266_PoolofRadiance_04_05ShopTheme,0.25,0.11
266_segment_73.mp3,266_PoolofRadiance_21_22CombatTheme,0.47,0.13
266_segment_15.mp3,266_PoolofRadiance_05_06TavernTheme,0.28,0.01
266_segment_68.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.31,0.08
266_segment_111.mp3,266_PoolofRadiance_21_22CombatTheme,0.57,0.13
266_segment_229.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.27,0.08
266_segment_343.mp3,266_PoolofRadiance_21_22CombatTheme,0.45,0.13
266_segment_241.mp3,266_PoolofRadiance_21_22CombatTheme,0.54,0.12
266_segment_257.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.25,0.05
266_segment_114.mp3,266_PoolofRadiance_21_22CombatTheme,0.61,0.13
266_segment_248.mp3,266_PoolofRadiance_21_22CombatTheme,0.46,0.11
266_segment_351.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.34,0.08
266_segment_129.mp3,266_PoolofRadiance_04_05ShopTheme,0.26,0.1
266_segment_344.mp3,266_PoolofRadiance_21_22CombatTheme,0.27,0.06
266_segment_147.mp3,266_PoolofRadiance_21_22CombatTheme,0.5,0.13
266_segment_19.mp3,266_PoolofRadiance_01_02NewPhlan,0.85,0.03
266_segment_261.mp3,266_PoolofRadiance_21_22CombatTheme,0.46,0.13
266_segment_135.mp3,266_PoolofRadiance_01_02NewPhlan,0.75,0.15
266_segment_353.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.27,0.07
266_segment_98.mp3,266_PoolofRadiance_21_22CombatTheme,0.56,0.12
266_segment_184.mp3,266_PoolofRadiance_08_09TrainingHall,0.31,0.12
266_segment_364.mp3,266_PoolofRadiance_04_05ShopTheme,0.23,0.09
266_segment_52.mp3,266_PoolofRadiance_23_24Victory,0.14,0.05
266_segment_58.mp3,266_PoolofRadiance_21_22CombatTheme,0.4,0.11
266_segment_18.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.13,0.0
266_segment_67.mp3,266_PoolofRadiance_21_22CombatTheme,0.52,0.09
266_segment_29.mp3,266_PoolofRadiance_04_05ShopTheme,0.23,0.09
266_segment_62.mp3,266_PoolofRadiance_21_22CombatTheme,0.48,0.13
266_segment_1.mp3,266_PoolofRadiance_00_01TitleScreen,2.15,0.09
266_segment_89.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.27,0.07
266_segment_49.mp3,266_PoolofRadiance_19_20EncounterTheme,0.16,0.06
266_segment_375.mp3,266_PoolofRadiance_01_02NewPhlan,0.73,0.12
266_segment_39.mp3,266_PoolofRadiance_21_22CombatTheme,0.44,0.11
266_segment_103.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.3,0.08
266_segment_45.mp3,266_PoolofRadiance_21_22CombatTheme,0.49,0.13
266_segment_215.mp3,266_PoolofRadiance_03_04InnTheme,0.29,0.13
266_segment_80.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.28,0.06
266_segment_95.mp3,266_PoolofRadiance_21_22CombatTheme,0.54,0.13
266_segment_11.mp3,266_PoolofRadiance_04_05ShopTheme,0.41,0.01
266_segment_313.mp3,266_PoolofRadiance_23_24Victory,0.16,0.05
266_segment_5.mp3,266_PoolofRadiance_24_25VictorywithoutFanfare,0.14,0.01
266_segment_352.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.25,0.06
266_segment_128.mp3,266_PoolofRadiance_04_05ShopTheme,0.25,0.1
266_segment_217.mp3,266_PoolofRadiance_03_04InnTheme,0.31,0.13
266_segment_159.mp3,266_PoolofRadiance_21_22CombatTheme,0.46,0.13
266_segment_295.mp3,266_PoolofRadiance_09_10DungeonTheme1,0.3,0.07
266_segment_304.mp3,266_PoolofRadiance_21_22CombatTheme,0.46,0.12
