sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
364_segment_130.mp3,364_TwinCobra_04_05Tsugaru,0.79,0.18
364_segment_157.mp3,364_TwinCobra_09_10EndingJP,0.82,0.06
364_segment_152.mp3,364_TwinCobra_05_06OurLife,0.36,0.12
364_segment_12.mp3,364_TwinCobra_01_02BreakALeg,0.24,0.11
364_segment_8.mp3,364_TwinCobra_01_02BreakALeg,0.44,0.16
364_segment_110.mp3,364_TwinCobra_03_04GoodFigure,0.77,0.23
364_segment_22.mp3,364_TwinCobra_02_03OvertheSea,0.68,0.16
364_segment_48.mp3,364_TwinCobra_04_05Tsugaru,0.71,0.17
364_segment_141.mp3,364_TwinCobra_05_06OurLife,0.77,0.12
364_segment_112.mp3,364_TwinCobra_03_04GoodFigure,0.93,0.21
364_segment_24.mp3,364_TwinCobra_02_03OvertheSea,0.7,0.16
364_segment_20.mp3,364_TwinCobra_02_03OvertheSea,0.62,0.16
364_segment_27.mp3,364_TwinCobra_02_03OvertheSea,0.58,0.13
364_segment_149.mp3,364_TwinCobra_05_06OurLife,0.49,0.15
364_segment_96.mp3,364_TwinCobra_02_03OvertheSea,0.75,0.18
364_segment_57.mp3,364_TwinCobra_04_05Tsugaru,1.2,0.21
364_segment_113.mp3,364_TwinCobra_03_04GoodFigure,0.72,0.21
364_segment_39.mp3,364_TwinCobra_03_04GoodFigure,0.82,0.21
364_segment_74.mp3,364_TwinCobra_05_06OurLife,0.44,0.15
364_segment_53.mp3,364_TwinCobra_04_05Tsugaru,0.89,0.17
364_segment_136.mp3,364_TwinCobra_04_05Tsugaru,0.87,0.21
364_segment_54.mp3,364_TwinCobra_04_05Tsugaru,1.01,0.19
364_segment_71.mp3,364_TwinCobra_05_06OurLife,0.4,0.13
364_segment_40.mp3,364_TwinCobra_03_04GoodFigure,0.71,0.2
364_segment_5.mp3,364_TwinCobra_01_02BreakALeg,0.29,0.14
364_segment_89.mp3,364_TwinCobra_01_02BreakALeg,0.25,0.11
364_segment_34.mp3,364_TwinCobra_03_04GoodFigure,1.11,0.25
364_segment_18.mp3,364_TwinCobra_02_03OvertheSea,0.96,0.18
364_segment_16.mp3,364_TwinCobra_01_02BreakALeg,0.83,0.22
