sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
213_segment_131.mp3,213_MachRider_05_06MainBGM2,0.54,0.1
213_segment_100.mp3,213_MachRider_03_04MainBGM1,0.43,0.18
213_segment_152.mp3,213_MachRider_03_04MainBGM1,0.48,0.25
213_segment_169.mp3,213_MachRider_05_06MainBGM2,1.25,0.25
213_segment_136.mp3,213_MachRider_05_06MainBGM2,0.93,0.18
213_segment_238.mp3,213_MachRider_03_04MainBGM1,0.42,0.17
213_segment_51.mp3,213_MachRider_01_02CourseSelect,0.33,0.33
213_segment_173.mp3,213_MachRider_05_06MainBGM2,0.75,0.11
213_segment_321.mp3,213_MachRider_05_06MainBGM2,0.95,0.11
213_segment_389.mp3,213_MachRider_05_06MainBGM2,1.34,0.21
213_segment_84.mp3,213_MachRider_05_06MainBGM2,0.99,0.08
213_segment_159.mp3,213_MachRider_05_06MainBGM2,1.01,0.18
213_segment_98.mp3,213_MachRider_01_02CourseSelect,0.62,0.42
213_segment_193.mp3,213_MachRider_05_06MainBGM2,0.92,0.17
213_segment_309.mp3,213_MachRider_05_06MainBGM2,0.84,0.13
213_segment_14.mp3,213_MachRider_01_02CourseSelect,0.7,0.45
213_segment_299.mp3,213_MachRider_03_04MainBGM1,0.41,0.16
213_segment_157.mp3,213_MachRider_05_06MainBGM2,1.35,0.13
213_segment_67.mp3,213_MachRider_05_06MainBGM2,0.76,0.13
213_segment_13.mp3,213_MachRider_05_06MainBGM2,1.3,0.18
213_segment_71.mp3,213_MachRider_05_06MainBGM2,1.08,0.07
213_segment_351.mp3,213_MachRider_03_04MainBGM1,0.65,0.29
213_segment_22.mp3,213_MachRider_03_04MainBGM1,0.7,0.31
213_segment_17.mp3,213_MachRider_03_04MainBGM1,0.53,0.24
213_segment_240.mp3,213_MachRider_05_06MainBGM2,0.65,0.08
213_segment_374.mp3,213_MachRider_05_06MainBGM2,1.39,0.24
213_segment_365.mp3,213_MachRider_05_06MainBGM2,0.93,0.1
213_segment_139.mp3,213_MachRider_03_04MainBGM1,0.38,0.21
213_segment_294.mp3,213_MachRider_03_04MainBGM1,0.69,0.29
213_segment_40.mp3,213_MachRider_05_06MainBGM2,0.23,0.02
213_segment_380.mp3,213_MachRider_05_06MainBGM2,1.48,0.25
213_segment_26.mp3,213_MachRider_03_04MainBGM1,0.54,0.23
213_segment_21.mp3,213_MachRider_05_06MainBGM2,1.05,0.16
213_segment_211.mp3,213_MachRider_03_04MainBGM1,0.38,0.19
213_segment_150.mp3,213_MachRider_05_06MainBGM2,0.94,0.17
213_segment_314.mp3,213_MachRider_03_04MainBGM1,0.48,0.21
213_segment_77.mp3,213_MachRider_03_04MainBGM1,0.4,0.19
213_segment_336.mp3,213_MachRider_05_06MainBGM2,1.51,0.24
213_segment_7.mp3,213_MachRider_05_06MainBGM2,1.48,0.12
213_segment_304.mp3,213_MachRider_05_06MainBGM2,1.27,0.18
213_segment_382.mp3,213_MachRider_05_06MainBGM2,0.96,0.11
213_segment_220.mp3,213_MachRider_03_04MainBGM1,0.43,0.22
213_segment_245.mp3,213_MachRider_05_06MainBGM2,1.28,0.19
213_segment_151.mp3,213_MachRider_05_06MainBGM2,0.97,0.19
213_segment_19.mp3,213_MachRider_03_04MainBGM1,0.68,0.23
213_segment_123.mp3,213_MachRider_05_06MainBGM2,0.36,0.04
213_segment_361.mp3,213_MachRider_05_06MainBGM2,1.47,0.23
213_segment_15.mp3,213_MachRider_03_04MainBGM1,0.45,0.19
213_segment_398.mp3,213_MachRider_05_06MainBGM2,0.98,0.16
213_segment_149.mp3,213_MachRider_03_04MainBGM1,0.31,0.16
213_segment_161.mp3,213_MachRider_05_06MainBGM2,1.21,0.23
213_segment_313.mp3,213_MachRider_03_04MainBGM1,0.39,0.17
213_segment_345.mp3,213_MachRider_05_06MainBGM2,0.92,0.14
213_segment_216.mp3,213_MachRider_05_06MainBGM2,0.8,0.15
213_segment_62.mp3,213_MachRider_05_06MainBGM2,1.02,0.18
213_segment_102.mp3,213_MachRider_03_04MainBGM1,0.44,0.07
213_segment_194.mp3,213_MachRider_05_06MainBGM2,0.92,0.17
213_segment_275.mp3,213_MachRider_05_06MainBGM2,1.64,0.26
213_segment_34.mp3,213_MachRider_05_06MainBGM2,1.31,0.18
213_segment_366.mp3,213_MachRider_05_06MainBGM2,1.5,0.24
213_segment_288.mp3,213_MachRider_03_04MainBGM1,0.56,0.24
213_segment_367.mp3,213_MachRider_05_06MainBGM2,1.43,0.25
213_segment_80.mp3,213_MachRider_00_01TitleBGM,0.01,0.01
213_segment_285.mp3,213_MachRider_05_06MainBGM2,1.44,0.2
213_segment_225.mp3,213_MachRider_03_04MainBGM1,0.56,0.22
213_segment_204.mp3,213_MachRider_05_06MainBGM2,0.17,0.02
213_segment_359.mp3,213_MachRider_05_06MainBGM2,1.08,0.18
213_segment_3.mp3,213_MachRider_05_06MainBGM2,1.15,0.16
213_segment_142.mp3,213_MachRider_03_04MainBGM1,0.43,0.22
213_segment_162.mp3,213_MachRider_05_06MainBGM2,1.27,0.24
213_segment_206.mp3,213_MachRider_05_06MainBGM2,0.87,0.16
213_segment_90.mp3,213_MachRider_03_04MainBGM1,0.49,0.21
213_segment_297.mp3,213_MachRider_05_06MainBGM2,1.11,0.15
