sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
103_segment_117.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.51,0.05
103_segment_71.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.46,0.06
103_segment_106.mp3,103_FamicomGrandPrixII_3DHotRally_01_02GameSelect,0.04,0.07
103_segment_50.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.43,0.07
103_segment_124.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.5,0.05
103_segment_90.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.06
103_segment_154.mp3,103_FamicomGrandPrixII_3DHotRally_08_09Message,0.11,0.09
103_segment_135.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.55,0.05
103_segment_149.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.54,0.05
103_segment_68.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.06
103_segment_60.mp3,103_FamicomGrandPrixII_3DHotRally_07_08Congratulation,0.18,0.06
103_segment_11.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.06
103_segment_10.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.06
103_segment_103.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.05
103_segment_24.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.4,0.05
103_segment_75.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.37,0.04
103_segment_150.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.4,0.04
103_segment_109.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.51,0.05
103_segment_152.mp3,103_FamicomGrandPrixII_3DHotRally_01_02GameSelect,0.05,0.06
103_segment_130.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.59,0.05
103_segment_31.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.42,0.05
103_segment_53.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.05
103_segment_63.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.5,0.06
103_segment_78.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.45,0.06
103_segment_85.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.49,0.05
103_segment_107.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.46,0.04
103_segment_76.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.45,0.06
103_segment_15.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.06
103_segment_131.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.63,0.05
103_segment_101.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.44,0.06
103_segment_30.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.41,0.07
103_segment_38.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.05
103_segment_104.mp3,103_FamicomGrandPrixII_3DHotRally_07_08Congratulation,0.16,0.09
103_segment_9.mp3,103_FamicomGrandPrixII_3DHotRally_02_03JustStart,0.13,0.08
103_segment_122.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.6,0.05
103_segment_58.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.33,0.04
103_segment_13.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.06
103_segment_46.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.05
103_segment_52.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.05
103_segment_73.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.58,0.06
103_segment_17.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.41,0.05
103_segment_59.mp3,103_FamicomGrandPrixII_3DHotRally_06_07GoalIn,0.05,0.09
103_segment_151.mp3,103_FamicomGrandPrixII_3DHotRally_06_07GoalIn,0.05,0.09
103_segment_16.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.41,0.06
103_segment_41.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.06
103_segment_45.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.06
103_segment_77.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.42,0.06
103_segment_148.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.49,0.04
103_segment_20.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.44,0.05
103_segment_21.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.06
103_segment_54.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.06
103_segment_72.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.51,0.05
103_segment_42.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.06
103_segment_8.mp3,103_FamicomGrandPrixII_3DHotRally_01_02GameSelect,0.06,0.1
103_segment_88.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.05
103_segment_36.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.06
103_segment_4.mp3,103_FamicomGrandPrixII_3DHotRally_00_01Opening,0.19,0.05
103_segment_74.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.38,0.04
103_segment_28.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.31,0.05
103_segment_145.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.54,0.05
103_segment_114.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.51,0.05
103_segment_14.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.06
103_segment_134.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.57,0.05
103_segment_80.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.06
103_segment_34.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.05
103_segment_105.mp3,103_FamicomGrandPrixII_3DHotRally_07_08Congratulation,0.21,0.06
103_segment_113.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.47,0.06
103_segment_23.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.47,0.06
103_segment_81.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.55,0.05
103_segment_140.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.57,0.05
103_segment_51.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.4,0.06
103_segment_83.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.4,0.04
103_segment_55.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.05
103_segment_40.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.4,0.05
103_segment_115.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.48,0.05
103_segment_91.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.34,0.04
103_segment_92.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.49,0.05
103_segment_64.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.5,0.06
103_segment_147.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.53,0.05
103_segment_12.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.05
103_segment_87.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.59,0.06
103_segment_121.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.49,0.05
103_segment_65.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.49,0.05
103_segment_62.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.42,0.05
103_segment_100.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.31,0.04
103_segment_6.mp3,103_FamicomGrandPrixII_3DHotRally_01_02GameSelect,0.06,0.08
103_segment_137.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.46,0.05
103_segment_89.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.56,0.06
103_segment_18.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.35,0.06
103_segment_93.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.49,0.05
103_segment_82.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.36,0.05
103_segment_39.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.05
103_segment_25.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.05
103_segment_143.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.54,0.05
103_segment_95.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.53,0.06
103_segment_144.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.55,0.05
103_segment_27.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.06
103_segment_94.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.05
103_segment_129.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.46,0.04
103_segment_97.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.48,0.06
103_segment_1.mp3,103_FamicomGrandPrixII_3DHotRally_00_01Opening,0.39,0.01
103_segment_139.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.45,0.05
103_segment_146.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.53,0.05
103_segment_33.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.06
103_segment_69.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.45,0.06
103_segment_112.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.61,0.05
103_segment_141.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.58,0.05
103_segment_102.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.45,0.05
103_segment_66.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.38,0.04
103_segment_5.mp3,103_FamicomGrandPrixII_3DHotRally_00_01Opening,0.21,0.04
103_segment_84.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.55,0.06
103_segment_79.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.44,0.06
103_segment_61.mp3,103_FamicomGrandPrixII_3DHotRally_01_02GameSelect,0.05,0.08
103_segment_142.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.49,0.06
103_segment_120.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.47,0.05
103_segment_2.mp3,103_FamicomGrandPrixII_3DHotRally_00_01Opening,0.25,0.06
103_segment_67.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.53,0.05
103_segment_22.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.05
103_segment_3.mp3,103_FamicomGrandPrixII_3DHotRally_00_01Opening,0.25,0.06
103_segment_49.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.06
103_segment_110.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.49,0.05
103_segment_132.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.57,0.05
103_segment_35.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.39,0.05
103_segment_126.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.48,0.05
103_segment_19.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.36,0.05
103_segment_138.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.45,0.05
103_segment_119.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.47,0.04
103_segment_86.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.47,0.06
103_segment_99.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.43,0.05
103_segment_96.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.54,0.06
103_segment_136.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.47,0.04
103_segment_133.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.45,0.05
103_segment_7.mp3,103_FamicomGrandPrixII_3DHotRally_01_02GameSelect,0.05,0.03
103_segment_118.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.41,0.05
103_segment_127.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.56,0.05
103_segment_70.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.55,0.06
103_segment_43.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.43,0.06
103_segment_47.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.43,0.05
103_segment_57.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.45,0.06
103_segment_44.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.4,0.06
103_segment_153.mp3,103_FamicomGrandPrixII_3DHotRally_08_09Message,0.12,0.09
103_segment_56.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.06
103_segment_48.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.06
103_segment_123.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.54,0.05
103_segment_108.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.42,0.05
103_segment_116.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.5,0.06
103_segment_29.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.37,0.05
103_segment_37.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.46,0.06
103_segment_26.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.38,0.05
103_segment_32.mp3,103_FamicomGrandPrixII_3DHotRally_03_04Fireball,0.4,0.05
103_segment_125.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.55,0.05
103_segment_98.mp3,103_FamicomGrandPrixII_3DHotRally_05_06MonsterDance,0.51,0.06
103_segment_111.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.5,0.05
103_segment_128.mp3,103_FamicomGrandPrixII_3DHotRally_04_05WindCommander,0.53,0.05
