sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
309_segment_101.mp3,309_StarSoldier_04_05FullPowerUp,0.38,0.17
309_segment_18.mp3,309_StarSoldier_04_05FullPowerUp,0.72,0.23
309_segment_90.mp3,309_StarSoldier_04_05FullPowerUp,0.31,0.1
309_segment_80.mp3,309_StarSoldier_04_05FullPowerUp,0.44,0.17
309_segment_104.mp3,309_StarSoldier_04_05FullPowerUp,0.54,0.21
309_segment_9.mp3,309_StarSoldier_04_05FullPowerUp,0.59,0.22
309_segment_120.mp3,309_StarSoldier_04_05FullPowerUp,0.78,0.27
309_segment_2.mp3,309_StarSoldier_02_03MainTheme,0.68,0.22
309_segment_71.mp3,309_StarSoldier_04_05FullPowerUp,0.64,0.24
309_segment_33.mp3,309_StarSoldier_05_06Lazarus,0.22,0.17
309_segment_84.mp3,309_StarSoldier_04_05FullPowerUp,0.65,0.19
309_segment_46.mp3,309_StarSoldier_04_05FullPowerUp,0.89,0.22
309_segment_42.mp3,309_StarSoldier_04_05FullPowerUp,0.43,0.18
309_segment_23.mp3,309_StarSoldier_04_05FullPowerUp,0.87,0.27
309_segment_53.mp3,309_StarSoldier_04_05FullPowerUp,0.67,0.21
309_segment_24.mp3,309_StarSoldier_04_05FullPowerUp,1.04,0.3
309_segment_16.mp3,309_StarSoldier_04_05FullPowerUp,0.72,0.27
309_segment_116.mp3,309_StarSoldier_04_05FullPowerUp,0.38,0.15
309_segment_55.mp3,309_StarSoldier_04_05FullPowerUp,0.66,0.23
309_segment_29.mp3,309_StarSoldier_06_07StarBrain,0.08,0.18
309_segment_57.mp3,309_StarSoldier_04_05FullPowerUp,0.6,0.22
309_segment_77.mp3,309_StarSoldier_04_05FullPowerUp,0.56,0.19
309_segment_69.mp3,309_StarSoldier_04_05FullPowerUp,0.94,0.22
309_segment_61.mp3,309_StarSoldier_06_07StarBrain,0.09,0.17
309_segment_39.mp3,309_StarSoldier_04_05FullPowerUp,0.7,0.21
309_segment_119.mp3,309_StarSoldier_04_05FullPowerUp,0.71,0.23
309_segment_70.mp3,309_StarSoldier_04_05FullPowerUp,0.65,0.23
309_segment_34.mp3,309_StarSoldier_04_05FullPowerUp,0.73,0.22
309_segment_124.mp3,309_StarSoldier_08_09MissionCompleteGameOver,0.44,0.32
309_segment_65.mp3,309_StarSoldier_04_05FullPowerUp,0.5,0.2
309_segment_14.mp3,309_StarSoldier_04_05FullPowerUp,0.39,0.15
309_segment_22.mp3,309_StarSoldier_06_07StarBrain,0.09,0.14
309_segment_38.mp3,309_StarSoldier_06_07StarBrain,0.1,0.16
309_segment_32.mp3,309_StarSoldier_04_05FullPowerUp,0.51,0.19
309_segment_74.mp3,309_StarSoldier_04_05FullPowerUp,0.4,0.17
309_segment_112.mp3,309_StarSoldier_04_05FullPowerUp,0.52,0.19
309_segment_75.mp3,309_StarSoldier_04_05FullPowerUp,0.33,0.12
309_segment_13.mp3,309_StarSoldier_04_05FullPowerUp,0.36,0.11
309_segment_85.mp3,309_StarSoldier_05_06Lazarus,0.14,0.13
309_segment_114.mp3,309_StarSoldier_06_07StarBrain,0.09,0.2
309_segment_26.mp3,309_StarSoldier_04_05FullPowerUp,0.55,0.23
309_segment_82.mp3,309_StarSoldier_04_05FullPowerUp,0.56,0.23
309_segment_37.mp3,309_StarSoldier_04_05FullPowerUp,0.54,0.19
309_segment_50.mp3,309_StarSoldier_04_05FullPowerUp,0.49,0.18
309_segment_117.mp3,309_StarSoldier_04_05FullPowerUp,0.69,0.23
309_segment_59.mp3,309_StarSoldier_04_05FullPowerUp,0.59,0.24
309_segment_122.mp3,309_StarSoldier_06_07StarBrain,0.08,0.19
309_segment_45.mp3,309_StarSoldier_06_07StarBrain,0.09,0.19
309_segment_121.mp3,309_StarSoldier_04_05FullPowerUp,0.39,0.16
309_segment_78.mp3,309_StarSoldier_04_05FullPowerUp,0.63,0.21
309_segment_96.mp3,309_StarSoldier_04_05FullPowerUp,0.51,0.22
309_segment_25.mp3,309_StarSoldier_04_05FullPowerUp,0.62,0.21
309_segment_30.mp3,309_StarSoldier_06_07StarBrain,0.08,0.18
309_segment_81.mp3,309_StarSoldier_04_05FullPowerUp,0.49,0.17
309_segment_115.mp3,309_StarSoldier_04_05FullPowerUp,0.65,0.22
309_segment_107.mp3,309_StarSoldier_06_07StarBrain,0.1,0.13
309_segment_52.mp3,309_StarSoldier_04_05FullPowerUp,0.39,0.17
309_segment_56.mp3,309_StarSoldier_04_05FullPowerUp,0.72,0.25
