sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
219_segment_17.mp3,219_Mappy_00_01Main,2.25,0.24
219_segment_21.mp3,219_Mappy_00_01Main,1.73,0.22
219_segment_27.mp3,219_Mappy_00_01Main,2.1,0.27
219_segment_37.mp3,219_Mappy_00_01Main,1.47,0.17
219_segment_25.mp3,219_Mappy_03_04CompilingBonusPoints,0.26,0.27
219_segment_1.mp3,219_Mappy_00_01Main,2.51,0.2
219_segment_36.mp3,219_Mappy_00_01Main,1.49,0.2
219_segment_33.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.77,0.24
219_segment_6.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.74,0.21
219_segment_12.mp3,219_Mappy_00_01Main,1.68,0.25
219_segment_5.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.82,0.22
219_segment_8.mp3,219_Mappy_00_01Main,1.68,0.24
219_segment_15.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.69,0.22
219_segment_11.mp3,219_Mappy_00_01Main,2.21,0.23
219_segment_18.mp3,219_Mappy_00_01Main,1.91,0.24
219_segment_26.mp3,219_Mappy_00_01Main,1.67,0.24
219_segment_2.mp3,219_Mappy_00_01Main,1.89,0.27
219_segment_20.mp3,219_Mappy_00_01Main,1.96,0.23
219_segment_14.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.7,0.22
219_segment_19.mp3,219_Mappy_00_01Main,1.6,0.23
219_segment_31.mp3,219_Mappy_00_01Main,1.69,0.25
219_segment_9.mp3,219_Mappy_00_01Main,2.01,0.24
219_segment_34.mp3,219_Mappy_03_04CompilingBonusPoints,0.3,0.28
219_segment_7.mp3,219_Mappy_03_04CompilingBonusPoints,0.23,0.26
219_segment_28.mp3,219_Mappy_00_01Main,1.66,0.22
219_segment_30.mp3,219_Mappy_00_01Main,1.43,0.24
219_segment_4.mp3,219_Mappy_00_01Main,1.9,0.24
219_segment_32.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.73,0.24
219_segment_3.mp3,219_Mappy_00_01Main,1.85,0.25
219_segment_23.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.77,0.23
219_segment_13.mp3,219_Mappy_00_01Main,1.66,0.21
219_segment_22.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.84,0.22
219_segment_16.mp3,219_Mappy_03_04CompilingBonusPoints,0.27,0.27
219_segment_35.mp3,219_Mappy_00_01Main,2.08,0.24
219_segment_24.mp3,219_Mappy_02_03BonusRoundStartBonusRound,0.73,0.21
219_segment_10.mp3,219_Mappy_00_01Main,2.15,0.25
219_segment_29.mp3,219_Mappy_00_01Main,2.49,0.25
