sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
177_segment_63.mp3,177_IronTank_TheInvasionofNormandy_00_01Opening,0.07,0.01
177_segment_28.mp3,177_IronTank_TheInvasionofNormandy_05_06Boss,0.07,0.02
177_segment_77.mp3,177_IronTank_TheInvasionofNormandy_04_05LastBase,0.09,0.02
177_segment_103.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.13,0.02
177_segment_99.mp3,177_IronTank_TheInvasionofNormandy_05_06Boss,0.06,0.02
177_segment_9.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.09,0.01
177_segment_98.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.12,0.02
177_segment_33.mp3,177_IronTank_TheInvasionofNormandy_04_05LastBase,0.08,0.01
177_segment_10.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.1,0.01
177_segment_83.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.13,0.02
177_segment_57.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.1,0.02
177_segment_94.mp3,177_IronTank_TheInvasionofNormandy_04_05LastBase,0.09,0.01
177_segment_31.mp3,177_IronTank_TheInvasionofNormandy_04_05LastBase,0.07,0.01
177_segment_71.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.1,0.02
177_segment_51.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.11,0.02
177_segment_56.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.1,0.02
177_segment_43.mp3,177_IronTank_TheInvasionofNormandy_00_01Opening,0.08,0.01
177_segment_68.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.1,0.01
177_segment_72.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.09,0.01
177_segment_29.mp3,177_IronTank_TheInvasionofNormandy_05_06Boss,0.07,0.02
177_segment_44.mp3,177_IronTank_TheInvasionofNormandy_05_06Boss,0.02,0.0
177_segment_7.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.1,0.02
177_segment_74.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.07,0.01
177_segment_58.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.11,0.02
177_segment_32.mp3,177_IronTank_TheInvasionofNormandy_04_05LastBase,0.08,0.02
177_segment_67.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.11,0.01
177_segment_62.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.1,0.01
177_segment_102.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.14,0.02
177_segment_11.mp3,177_IronTank_TheInvasionofNormandy_00_01Opening,0.06,0.01
177_segment_75.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.08,0.01
177_segment_115.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.13,0.02
177_segment_3.mp3,177_IronTank_TheInvasionofNormandy_00_01Opening,0.11,0.02
177_segment_6.mp3,177_IronTank_TheInvasionofNormandy_01_02ThemeofIronTank,0.03,0.02
177_segment_82.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.12,0.02
177_segment_114.mp3,177_IronTank_TheInvasionofNormandy_05_06Boss,0.05,0.02
177_segment_19.mp3,177_IronTank_TheInvasionofNormandy_02_03MainBGM,0.09,0.01
177_segment_64.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.1,0.01
177_segment_24.mp3,177_IronTank_TheInvasionofNormandy_04_05LastBase,0.1,0.01
177_segment_38.mp3,177_IronTank_TheInvasionofNormandy_00_01Opening,0.05,0.01
177_segment_118.mp3,177_IronTank_TheInvasionofNormandy_07_08Ending,0.22,0.03
177_segment_92.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.13,0.03
177_segment_5.mp3,177_IronTank_TheInvasionofNormandy_03_04LastArea,0.08,0.01
177_segment_66.mp3,177_IronTank_TheInvasionofNormandy_00_01Opening,0.07,0.01
