sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
393_segment_291.mp3,393_Yoshi_01_02MushroomMusicA,0.89,0.1
393_segment_63.mp3,393_Yoshi_01_02MushroomMusicA,1.07,0.11
393_segment_298.mp3,393_Yoshi_02_03FireFlowerMusicB,0.51,0.07
393_segment_402.mp3,393_Yoshi_03_04StarmanMusicC,0.59,0.05
393_segment_208.mp3,393_Yoshi_01_02MushroomMusicA,1.01,0.09
393_segment_261.mp3,393_Yoshi_01_02MushroomMusicA,0.87,0.08
393_segment_16.mp3,393_Yoshi_01_02MushroomMusicA,1.03,0.1
393_segment_221.mp3,393_Yoshi_02_03FireFlowerMusicB,0.49,0.07
393_segment_144.mp3,393_Yoshi_02_03FireFlowerMusicB,0.52,0.06
393_segment_126.mp3,393_Yoshi_02_03FireFlowerMusicB,0.5,0.07
393_segment_231.mp3,393_Yoshi_01_02MushroomMusicA,0.99,0.12
393_segment_168.mp3,393_Yoshi_01_02MushroomMusicA,0.92,0.09
393_segment_80.mp3,393_Yoshi_01_02MushroomMusicA,1.19,0.12
393_segment_379.mp3,393_Yoshi_01_02MushroomMusicA,1.11,0.11
393_segment_205.mp3,393_Yoshi_01_02MushroomMusicA,0.89,0.1
393_segment_246.mp3,393_Yoshi_01_02MushroomMusicA,1.61,0.1
393_segment_356.mp3,393_Yoshi_02_03FireFlowerMusicB,0.55,0.07
393_segment_166.mp3,393_Yoshi_01_02MushroomMusicA,0.79,0.07
393_segment_151.mp3,393_Yoshi_02_03FireFlowerMusicB,0.63,0.08
393_segment_206.mp3,393_Yoshi_02_03FireFlowerMusicB,0.55,0.08
393_segment_373.mp3,393_Yoshi_02_03FireFlowerMusicB,0.68,0.08
393_segment_355.mp3,393_Yoshi_02_03FireFlowerMusicB,0.52,0.07
393_segment_275.mp3,393_Yoshi_02_03FireFlowerMusicB,0.57,0.08
393_segment_28.mp3,393_Yoshi_01_02MushroomMusicA,0.96,0.12
393_segment_233.mp3,393_Yoshi_02_03FireFlowerMusicB,0.49,0.07
393_segment_73.mp3,393_Yoshi_02_03FireFlowerMusicB,0.71,0.08
393_segment_335.mp3,393_Yoshi_02_03FireFlowerMusicB,0.6,0.07
393_segment_420.mp3,393_Yoshi_02_03FireFlowerMusicB,0.51,0.06
393_segment_287.mp3,393_Yoshi_02_03FireFlowerMusicB,0.87,0.07
393_segment_290.mp3,393_Yoshi_02_03FireFlowerMusicB,0.52,0.08
393_segment_300.mp3,393_Yoshi_01_02MushroomMusicA,0.84,0.1
393_segment_218.mp3,393_Yoshi_01_02MushroomMusicA,1.01,0.07
393_segment_238.mp3,393_Yoshi_01_02MushroomMusicA,0.59,0.06
393_segment_102.mp3,393_Yoshi_01_02MushroomMusicA,1.39,0.09
393_segment_353.mp3,393_Yoshi_02_03FireFlowerMusicB,0.53,0.06
393_segment_84.mp3,393_Yoshi_01_02MushroomMusicA,0.85,0.09
393_segment_19.mp3,393_Yoshi_01_02MushroomMusicA,0.93,0.1
393_segment_57.mp3,393_Yoshi_01_02MushroomMusicA,0.92,0.1
393_segment_230.mp3,393_Yoshi_01_02MushroomMusicA,1.15,0.11
393_segment_194.mp3,393_Yoshi_02_03FireFlowerMusicB,0.63,0.08
393_segment_330.mp3,393_Yoshi_01_02MushroomMusicA,1.52,0.12
393_segment_212.mp3,393_Yoshi_01_02MushroomMusicA,0.75,0.06
393_segment_404.mp3,393_Yoshi_01_02MushroomMusicA,0.93,0.1
393_segment_389.mp3,393_Yoshi_01_02MushroomMusicA,1.16,0.11
393_segment_429.mp3,393_Yoshi_01_02MushroomMusicA,0.92,0.11
393_segment_241.mp3,393_Yoshi_01_02MushroomMusicA,1.25,0.11
393_segment_349.mp3,393_Yoshi_02_03FireFlowerMusicB,0.51,0.07
393_segment_338.mp3,393_Yoshi_03_04StarmanMusicC,0.67,0.06
393_segment_191.mp3,393_Yoshi_01_02MushroomMusicA,1.14,0.11
393_segment_101.mp3,393_Yoshi_02_03FireFlowerMusicB,0.57,0.07
393_segment_344.mp3,393_Yoshi_02_03FireFlowerMusicB,0.49,0.07
393_segment_46.mp3,393_Yoshi_02_03FireFlowerMusicB,0.7,0.08
393_segment_376.mp3,393_Yoshi_01_02MushroomMusicA,0.62,0.07
393_segment_83.mp3,393_Yoshi_01_02MushroomMusicA,1.04,0.12
393_segment_27.mp3,393_Yoshi_01_02MushroomMusicA,1.19,0.11
393_segment_124.mp3,393_Yoshi_01_02MushroomMusicA,0.7,0.09
393_segment_159.mp3,393_Yoshi_02_03FireFlowerMusicB,0.56,0.07
393_segment_82.mp3,393_Yoshi_02_03FireFlowerMusicB,0.63,0.08
393_segment_302.mp3,393_Yoshi_01_02MushroomMusicA,0.75,0.08
393_segment_347.mp3,393_Yoshi_02_03FireFlowerMusicB,0.97,0.08
393_segment_22.mp3,393_Yoshi_02_03FireFlowerMusicB,0.56,0.07
393_segment_393.mp3,393_Yoshi_01_02MushroomMusicA,0.98,0.08
393_segment_264.mp3,393_Yoshi_01_02MushroomMusicA,0.76,0.09
393_segment_380.mp3,393_Yoshi_01_02MushroomMusicA,0.68,0.08
393_segment_216.mp3,393_Yoshi_01_02MushroomMusicA,0.86,0.1
393_segment_323.mp3,393_Yoshi_03_04StarmanMusicC,0.91,0.06
393_segment_38.mp3,393_Yoshi_03_04StarmanMusicC,0.79,0.06
393_segment_30.mp3,393_Yoshi_01_02MushroomMusicA,0.89,0.1
393_segment_283.mp3,393_Yoshi_02_03FireFlowerMusicB,0.83,0.08
393_segment_163.mp3,393_Yoshi_01_02MushroomMusicA,0.95,0.1
393_segment_267.mp3,393_Yoshi_01_02MushroomMusicA,1.0,0.1
393_segment_248.mp3,393_Yoshi_02_03FireFlowerMusicB,0.49,0.07
393_segment_419.mp3,393_Yoshi_01_02MushroomMusicA,1.0,0.09
393_segment_188.mp3,393_Yoshi_01_02MushroomMusicA,0.77,0.08
393_segment_318.mp3,393_Yoshi_02_03FireFlowerMusicB,0.51,0.07
393_segment_403.mp3,393_Yoshi_01_02MushroomMusicA,0.72,0.08
393_segment_45.mp3,393_Yoshi_01_02MushroomMusicA,1.05,0.12
393_segment_438.mp3,393_Yoshi_01_02MushroomMusicA,1.17,0.11
