sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
154_segment_36.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.42,0.14
154_segment_6.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.47,0.13
154_segment_59.mp3,154_HappilyEverAfter_09_10Ending,0.45,0.09
154_segment_57.mp3,154_HappilyEverAfter_09_10Ending,0.25,0.06
154_segment_53.mp3,154_HappilyEverAfter_08_09Stage4,0.33,0.12
154_segment_9.mp3,154_HappilyEverAfter_03_04Stage1,0.32,0.16
154_segment_2.mp3,154_HappilyEverAfter_00_01Introduction,0.37,0.11
154_segment_51.mp3,154_HappilyEverAfter_08_09Stage4,0.23,0.09
154_segment_19.mp3,154_HappilyEverAfter_05_06Stage21,0.14,0.16
154_segment_23.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.38,0.11
154_segment_22.mp3,154_HappilyEverAfter_04_05Boss,0.16,0.12
154_segment_5.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.45,0.14
154_segment_32.mp3,154_HappilyEverAfter_07_08Stage31,0.22,0.12
154_segment_15.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.35,0.1
154_segment_30.mp3,154_HappilyEverAfter_06_07Stage22Stage32,0.36,0.1
154_segment_37.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.52,0.15
154_segment_24.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.41,0.15
154_segment_44.mp3,154_HappilyEverAfter_08_09Stage4,0.29,0.1
154_segment_49.mp3,154_HappilyEverAfter_08_09Stage4,0.4,0.12
154_segment_54.mp3,154_HappilyEverAfter_08_09Stage4,0.2,0.04
154_segment_12.mp3,154_HappilyEverAfter_04_05Boss,0.14,0.11
154_segment_17.mp3,154_HappilyEverAfter_05_06Stage21,0.12,0.1
154_segment_50.mp3,154_HappilyEverAfter_08_09Stage4,0.25,0.11
154_segment_41.mp3,154_HappilyEverAfter_08_09Stage4,0.36,0.1
154_segment_56.mp3,154_HappilyEverAfter_09_10Ending,0.4,0.1
154_segment_13.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.37,0.13
154_segment_8.mp3,154_HappilyEverAfter_03_04Stage1,0.22,0.13
154_segment_14.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.45,0.15
154_segment_3.mp3,154_HappilyEverAfter_00_01Introduction,0.5,0.1
154_segment_1.mp3,154_HappilyEverAfter_00_01Introduction,0.57,0.03
154_segment_29.mp3,154_HappilyEverAfter_06_07Stage22Stage32,0.51,0.12
154_segment_58.mp3,154_HappilyEverAfter_09_10Ending,0.37,0.09
154_segment_39.mp3,154_HappilyEverAfter_08_09Stage4,0.42,0.1
154_segment_33.mp3,154_HappilyEverAfter_07_08Stage31,0.24,0.13
154_segment_35.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.34,0.09
154_segment_21.mp3,154_HappilyEverAfter_06_07Stage22Stage32,0.56,0.12
154_segment_26.mp3,154_HappilyEverAfter_02_03MapScreen,0.19,0.08
154_segment_60.mp3,154_HappilyEverAfter_09_10Ending,0.39,0.09
154_segment_45.mp3,154_HappilyEverAfter_08_09Stage4,0.28,0.1
154_segment_43.mp3,154_HappilyEverAfter_08_09Stage4,0.28,0.1
154_segment_10.mp3,154_HappilyEverAfter_03_04Stage1,0.33,0.15
154_segment_28.mp3,154_HappilyEverAfter_06_07Stage22Stage32,0.44,0.12
154_segment_20.mp3,154_HappilyEverAfter_05_06Stage21,0.15,0.16
154_segment_52.mp3,154_HappilyEverAfter_08_09Stage4,0.28,0.1
154_segment_40.mp3,154_HappilyEverAfter_08_09Stage4,0.47,0.13
154_segment_47.mp3,154_HappilyEverAfter_08_09Stage4,0.28,0.1
154_segment_16.mp3,154_HappilyEverAfter_02_03MapScreen,0.26,0.1
154_segment_61.mp3,154_HappilyEverAfter_09_10Ending,0.43,0.11
154_segment_48.mp3,154_HappilyEverAfter_08_09Stage4,0.43,0.13
154_segment_62.mp3,154_HappilyEverAfter_09_10Ending,0.3,0.06
154_segment_46.mp3,154_HappilyEverAfter_04_05Boss,0.17,0.12
154_segment_25.mp3,154_HappilyEverAfter_01_02TitleScreenCutscene,0.32,0.11
154_segment_27.mp3,154_HappilyEverAfter_07_08Stage31,0.19,0.1
154_segment_34.mp3,154_HappilyEverAfter_04_05Boss,0.15,0.12
154_segment_7.mp3,154_HappilyEverAfter_03_04Stage1,0.43,0.16
154_segment_4.mp3,154_HappilyEverAfter_00_01Introduction,0.36,0.1
154_segment_38.mp3,154_HappilyEverAfter_02_03MapScreen,0.34,0.1
154_segment_18.mp3,154_HappilyEverAfter_05_06Stage21,0.12,0.14
154_segment_31.mp3,154_HappilyEverAfter_07_08Stage31,0.24,0.13
154_segment_42.mp3,154_HappilyEverAfter_08_09Stage4,0.37,0.09
154_segment_11.mp3,154_HappilyEverAfter_03_04Stage1,0.33,0.13
154_segment_55.mp3,154_HappilyEverAfter_09_10Ending,0.36,0.04
