sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
393_segment_291.mp4,393_Yoshi_01_02MushroomMusicA,0.89,0.1
393_segment_63.mp4,393_Yoshi_01_02MushroomMusicA,1.07,0.11
393_segment_298.mp4,393_Yoshi_02_03FireFlowerMusicB,0.51,0.07
393_segment_402.mp4,393_Yoshi_03_04StarmanMusicC,0.59,0.05
393_segment_208.mp4,393_Yoshi_01_02MushroomMusicA,1.01,0.09
393_segment_261.mp4,393_Yoshi_01_02MushroomMusicA,0.87,0.08
393_segment_16.mp4,393_Yoshi_01_02MushroomMusicA,1.03,0.1
393_segment_221.mp4,393_Yoshi_02_03FireFlowerMusicB,0.49,0.07
393_segment_144.mp4,393_Yoshi_02_03FireFlowerMusicB,0.52,0.06
393_segment_126.mp4,393_Yoshi_02_03FireFlowerMusicB,0.5,0.07
393_segment_231.mp4,393_Yoshi_01_02MushroomMusicA,0.99,0.12
393_segment_168.mp4,393_Yoshi_01_02MushroomMusicA,0.92,0.09
393_segment_80.mp4,393_Yoshi_01_02MushroomMusicA,1.19,0.12
393_segment_379.mp4,393_Yoshi_01_02MushroomMusicA,1.11,0.11
393_segment_205.mp4,393_Yoshi_01_02MushroomMusicA,0.89,0.1
393_segment_246.mp4,393_Yoshi_01_02MushroomMusicA,1.61,0.1
393_segment_356.mp4,393_Yoshi_02_03FireFlowerMusicB,0.55,0.07
393_segment_166.mp4,393_Yoshi_01_02MushroomMusicA,0.79,0.07
393_segment_151.mp4,393_Yoshi_02_03FireFlowerMusicB,0.63,0.08
393_segment_206.mp4,393_Yoshi_02_03FireFlowerMusicB,0.55,0.08
393_segment_373.mp4,393_Yoshi_02_03FireFlowerMusicB,0.68,0.08
393_segment_355.mp4,393_Yoshi_02_03FireFlowerMusicB,0.52,0.07
393_segment_275.mp4,393_Yoshi_02_03FireFlowerMusicB,0.57,0.08
393_segment_28.mp4,393_Yoshi_01_02MushroomMusicA,0.96,0.12
393_segment_233.mp4,393_Yoshi_02_03FireFlowerMusicB,0.49,0.07
393_segment_73.mp4,393_Yoshi_02_03FireFlowerMusicB,0.71,0.08
393_segment_335.mp4,393_Yoshi_02_03FireFlowerMusicB,0.6,0.07
393_segment_420.mp4,393_Yoshi_02_03FireFlowerMusicB,0.51,0.06
393_segment_287.mp4,393_Yoshi_02_03FireFlowerMusicB,0.87,0.07
393_segment_290.mp4,393_Yoshi_02_03FireFlowerMusicB,0.52,0.08
393_segment_300.mp4,393_Yoshi_01_02MushroomMusicA,0.84,0.1
393_segment_218.mp4,393_Yoshi_01_02MushroomMusicA,1.01,0.07
393_segment_238.mp4,393_Yoshi_01_02MushroomMusicA,0.59,0.06
393_segment_102.mp4,393_Yoshi_01_02MushroomMusicA,1.39,0.09
393_segment_353.mp4,393_Yoshi_02_03FireFlowerMusicB,0.53,0.06
393_segment_84.mp4,393_Yoshi_01_02MushroomMusicA,0.85,0.09
393_segment_19.mp4,393_Yoshi_01_02MushroomMusicA,0.93,0.1
393_segment_57.mp4,393_Yoshi_01_02MushroomMusicA,0.92,0.1
393_segment_230.mp4,393_Yoshi_01_02MushroomMusicA,1.15,0.11
393_segment_194.mp4,393_Yoshi_02_03FireFlowerMusicB,0.63,0.08
393_segment_330.mp4,393_Yoshi_01_02MushroomMusicA,1.52,0.12
393_segment_212.mp4,393_Yoshi_01_02MushroomMusicA,0.75,0.06
393_segment_404.mp4,393_Yoshi_01_02MushroomMusicA,0.93,0.1
393_segment_389.mp4,393_Yoshi_01_02MushroomMusicA,1.16,0.11
