sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
271_segment_285.mp4,271_Puzznic_02_03MainBGM,0.33,0.28
271_segment_229.mp4,271_Puzznic_02_03MainBGM,0.37,0.26
271_segment_328.mp4,271_Puzznic_02_03MainBGM,0.34,0.26
271_segment_66.mp4,271_Puzznic_02_03MainBGM,0.31,0.22
271_segment_414.mp4,271_Puzznic_02_03MainBGM,0.35,0.26
271_segment_70.mp4,271_Puzznic_02_03MainBGM,0.33,0.22
271_segment_513.mp4,271_Puzznic_02_03MainBGM,0.37,0.24
271_segment_150.mp4,271_Puzznic_02_03MainBGM,0.38,0.24
271_segment_251.mp4,271_Puzznic_02_03MainBGM,0.34,0.19
271_segment_310.mp4,271_Puzznic_02_03MainBGM,0.41,0.27
271_segment_413.mp4,271_Puzznic_02_03MainBGM,0.3,0.25
271_segment_563.mp4,271_Puzznic_02_03MainBGM,0.32,0.24
271_segment_573.mp4,271_Puzznic_02_03MainBGM,0.3,0.22
271_segment_410.mp4,271_Puzznic_02_03MainBGM,0.34,0.25
271_segment_89.mp4,271_Puzznic_02_03MainBGM,0.29,0.22
271_segment_260.mp4,271_Puzznic_02_03MainBGM,0.33,0.25
271_segment_393.mp4,271_Puzznic_02_03MainBGM,0.26,0.2
271_segment_622.mp4,271_Puzznic_02_03MainBGM,0.3,0.23
271_segment_261.mp4,271_Puzznic_02_03MainBGM,0.33,0.19
271_segment_503.mp4,271_Puzznic_02_03MainBGM,0.25,0.22
271_segment_262.mp4,271_Puzznic_02_03MainBGM,0.35,0.24
271_segment_85.mp4,271_Puzznic_02_03MainBGM,0.31,0.19
271_segment_378.mp4,271_Puzznic_02_03MainBGM,0.36,0.26
271_segment_180.mp4,271_Puzznic_02_03MainBGM,0.27,0.17
271_segment_36.mp4,271_Puzznic_02_03MainBGM,0.27,0.22
271_segment_446.mp4,271_Puzznic_02_03MainBGM,0.33,0.22
271_segment_160.mp4,271_Puzznic_02_03MainBGM,0.35,0.23
271_segment_74.mp4,271_Puzznic_02_03MainBGM,0.35,0.26
271_segment_135.mp4,271_Puzznic_02_03MainBGM,0.25,0.21
271_segment_559.mp4,271_Puzznic_02_03MainBGM,0.32,0.22
271_segment_226.mp4,271_Puzznic_02_03MainBGM,0.32,0.25
271_segment_86.mp4,271_Puzznic_02_03MainBGM,0.34,0.22
271_segment_317.mp4,271_Puzznic_02_03MainBGM,0.27,0.23
271_segment_581.mp4,271_Puzznic_02_03MainBGM,0.32,0.19
271_segment_42.mp4,271_Puzznic_02_03MainBGM,0.31,0.22
271_segment_638.mp4,271_Puzznic_02_03MainBGM,0.28,0.19
271_segment_566.mp4,271_Puzznic_02_03MainBGM,0.37,0.24
271_segment_265.mp4,271_Puzznic_02_03MainBGM,0.31,0.26
271_segment_312.mp4,271_Puzznic_02_03MainBGM,0.31,0.26
271_segment_37.mp4,271_Puzznic_02_03MainBGM,0.33,0.24
271_segment_420.mp4,271_Puzznic_02_03MainBGM,0.37,0.27
271_segment_134.mp4,271_Puzznic_02_03MainBGM,0.23,0.14
271_segment_52.mp4,271_Puzznic_02_03MainBGM,0.28,0.19
271_segment_470.mp4,271_Puzznic_02_03MainBGM,0.34,0.19
271_segment_348.mp4,271_Puzznic_02_03MainBGM,0.33,0.28
271_segment_352.mp4,271_Puzznic_02_03MainBGM,0.39,0.27
271_segment_371.mp4,271_Puzznic_02_03MainBGM,0.25,0.18
271_segment_287.mp4,271_Puzznic_02_03MainBGM,0.35,0.26
271_segment_615.mp4,271_Puzznic_02_03MainBGM,0.27,0.22
271_segment_184.mp4,271_Puzznic_02_03MainBGM,0.29,0.22
271_segment_382.mp4,271_Puzznic_02_03MainBGM,0.21,0.17
271_segment_500.mp4,271_Puzznic_02_03MainBGM,0.33,0.24
271_segment_361.mp4,271_Puzznic_02_03MainBGM,0.35,0.27
271_segment_187.mp4,271_Puzznic_02_03MainBGM,0.4,0.27
271_segment_644.mp4,271_Puzznic_02_03MainBGM,0.33,0.23
271_segment_373.mp4,271_Puzznic_02_03MainBGM,0.37,0.25
271_segment_590.mp4,271_Puzznic_02_03MainBGM,0.32,0.23
271_segment_399.mp4,271_Puzznic_02_03MainBGM,0.25,0.19
271_segment_635.mp4,271_Puzznic_02_03MainBGM,0.29,0.17
271_segment_489.mp4,271_Puzznic_02_03MainBGM,0.36,0.26
271_segment_322.mp4,271_Puzznic_02_03MainBGM,0.26,0.22
271_segment_451.mp4,271_Puzznic_02_03MainBGM,0.31,0.25
271_segment_610.mp4,271_Puzznic_02_03MainBGM,0.25,0.2
271_segment_173.mp4,271_Puzznic_02_03MainBGM,0.32,0.27
271_segment_362.mp4,271_Puzznic_02_03MainBGM,0.37,0.26
271_segment_18.mp4,271_Puzznic_02_03MainBGM,0.26,0.19
271_segment_447.mp4,271_Puzznic_02_03MainBGM,0.33,0.24
271_segment_429.mp4,271_Puzznic_02_03MainBGM,0.25,0.21
271_segment_130.mp4,271_Puzznic_02_03MainBGM,0.27,0.23
271_segment_20.mp4,271_Puzznic_02_03MainBGM,0.27,0.18
271_segment_445.mp4,271_Puzznic_02_03MainBGM,0.3,0.26
271_segment_547.mp4,271_Puzznic_05_06HurryUp2,0.08,0.05
271_segment_275.mp4,271_Puzznic_02_03MainBGM,0.35,0.27
271_segment_337.mp4,271_Puzznic_02_03MainBGM,0.18,0.11
271_segment_155.mp4,271_Puzznic_02_03MainBGM,0.24,0.16
271_segment_200.mp4,271_Puzznic_02_03MainBGM,0.33,0.27
271_segment_496.mp4,271_Puzznic_02_03MainBGM,0.32,0.2
271_segment_220.mp4,271_Puzznic_02_03MainBGM,0.21,0.18
271_segment_385.mp4,271_Puzznic_02_03MainBGM,0.35,0.21
271_segment_579.mp4,271_Puzznic_02_03MainBGM,0.32,0.25
271_segment_629.mp4,271_Puzznic_02_03MainBGM,0.31,0.23
271_segment_336.mp4,271_Puzznic_02_03MainBGM,0.33,0.24
271_segment_196.mp4,271_Puzznic_02_03MainBGM,0.26,0.19
271_segment_100.mp4,271_Puzznic_02_03MainBGM,0.31,0.24
271_segment_33.mp4,271_Puzznic_02_03MainBGM,0.4,0.26
271_segment_331.mp4,271_Puzznic_02_03MainBGM,0.35,0.24
271_segment_441.mp4,271_Puzznic_02_03MainBGM,0.38,0.28
271_segment_364.mp4,271_Puzznic_02_03MainBGM,0.31,0.27
271_segment_588.mp4,271_Puzznic_02_03MainBGM,0.3,0.26
271_segment_158.mp4,271_Puzznic_02_03MainBGM,0.31,0.25
271_segment_340.mp4,271_Puzznic_02_03MainBGM,0.38,0.28
271_segment_233.mp4,271_Puzznic_02_03MainBGM,0.33,0.26
271_segment_630.mp4,271_Puzznic_02_03MainBGM,0.33,0.2
271_segment_597.mp4,271_Puzznic_02_03MainBGM,0.25,0.16
271_segment_368.mp4,271_Puzznic_02_03MainBGM,0.37,0.25
271_segment_27.mp4,271_Puzznic_02_03MainBGM,0.29,0.2
271_segment_359.mp4,271_Puzznic_02_03MainBGM,0.21,0.19
271_segment_329.mp4,271_Puzznic_02_03MainBGM,0.34,0.25
271_segment_654.mp4,271_Puzznic_02_03MainBGM,0.26,0.2
271_segment_618.mp4,271_Puzznic_02_03MainBGM,0.29,0.18
271_segment_341.mp4,271_Puzznic_02_03MainBGM,0.28,0.19
271_segment_471.mp4,271_Puzznic_02_03MainBGM,0.35,0.27
271_segment_562.mp4,271_Puzznic_02_03MainBGM,0.29,0.22
271_segment_627.mp4,271_Puzznic_02_03MainBGM,0.3,0.24
271_segment_195.mp4,271_Puzznic_02_03MainBGM,0.23,0.19
271_segment_218.mp4,271_Puzznic_02_03MainBGM,0.25,0.2
271_segment_278.mp4,271_Puzznic_02_03MainBGM,0.36,0.21
271_segment_212.mp4,271_Puzznic_02_03MainBGM,0.32,0.25
271_segment_99.mp4,271_Puzznic_02_03MainBGM,0.29,0.23
271_segment_350.mp4,271_Puzznic_02_03MainBGM,0.37,0.26
271_segment_225.mp4,271_Puzznic_02_03MainBGM,0.33,0.22
271_segment_224.mp4,271_Puzznic_02_03MainBGM,0.35,0.24
271_segment_494.mp4,271_Puzznic_02_03MainBGM,0.22,0.19
271_segment_82.mp4,271_Puzznic_02_03MainBGM,0.33,0.22
271_segment_189.mp4,271_Puzznic_02_03MainBGM,0.3,0.23
271_segment_433.mp4,271_Puzznic_02_03MainBGM,0.32,0.21
271_segment_442.mp4,271_Puzznic_02_03MainBGM,0.38,0.26
271_segment_26.mp4,271_Puzznic_02_03MainBGM,0.28,0.21
271_segment_376.mp4,271_Puzznic_02_03MainBGM,0.32,0.26
271_segment_394.mp4,271_Puzznic_02_03MainBGM,0.35,0.27
271_segment_167.mp4,271_Puzznic_02_03MainBGM,0.28,0.24
271_segment_577.mp4,271_Puzznic_02_03MainBGM,0.4,0.26
271_segment_163.mp4,271_Puzznic_02_03MainBGM,0.28,0.23
271_segment_349.mp4,271_Puzznic_02_03MainBGM,0.33,0.29
271_segment_355.mp4,271_Puzznic_02_03MainBGM,0.34,0.27
271_segment_45.mp4,271_Puzznic_02_03MainBGM,0.33,0.25
271_segment_499.mp4,271_Puzznic_02_03MainBGM,0.3,0.22
271_segment_379.mp4,271_Puzznic_02_03MainBGM,0.33,0.2
271_segment_170.mp4,271_Puzznic_02_03MainBGM,0.19,0.13
271_segment_106.mp4,271_Puzznic_02_03MainBGM,0.35,0.23
271_segment_119.mp4,271_Puzznic_02_03MainBGM,0.26,0.23
271_segment_574.mp4,271_Puzznic_02_03MainBGM,0.29,0.22
271_segment_602.mp4,271_Puzznic_02_03MainBGM,0.36,0.23
271_segment_535.mp4,271_Puzznic_02_03MainBGM,0.21,0.16
271_segment_129.mp4,271_Puzznic_02_03MainBGM,0.18,0.11
271_segment_543.mp4,271_Puzznic_02_03MainBGM,0.38,0.28
271_segment_324.mp4,271_Puzznic_02_03MainBGM,0.35,0.27
