sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
063_segment_17.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_51.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_44.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_32.mp4,063_Deathbots_04_05BossTheme,0.04,0.02
063_segment_11.mp4,063_Deathbots_04_05BossTheme,0.04,0.02
063_segment_23.mp4,063_Deathbots_02_03Level346,0.02,0.02
063_segment_36.mp4,063_Deathbots_03_04Level5,0.07,0.04
063_segment_12.mp4,063_Deathbots_01_02Level12,0.01,0.01
063_segment_9.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_55.mp4,063_Deathbots_02_03Level346,0.03,0.07
063_segment_26.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_57.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_27.mp4,063_Deathbots_02_03Level346,0.02,0.02
063_segment_45.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_28.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_38.mp4,063_Deathbots_03_04Level5,0.06,0.03
063_segment_18.mp4,063_Deathbots_04_05BossTheme,0.04,0.02
063_segment_6.mp4,063_Deathbots_01_02Level12,0.01,0.01
063_segment_31.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_58.mp4,063_Deathbots_04_05BossTheme,0.04,0.03
063_segment_29.mp4,063_Deathbots_02_03Level346,0.01,0.03
063_segment_50.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_15.mp4,063_Deathbots_03_04Level5,0.03,0.02
063_segment_54.mp4,063_Deathbots_02_03Level346,0.01,0.03
063_segment_39.mp4,063_Deathbots_03_04Level5,0.07,0.03
063_segment_4.mp4,063_Deathbots_01_02Level12,0.01,0.01
063_segment_10.mp4,063_Deathbots_04_05BossTheme,0.04,0.03
063_segment_56.mp4,063_Deathbots_04_05BossTheme,0.05,0.02
063_segment_37.mp4,063_Deathbots_03_04Level5,0.07,0.04
063_segment_20.mp4,063_Deathbots_04_05BossTheme,0.05,0.02
063_segment_7.mp4,063_Deathbots_03_04Level5,0.04,0.02
063_segment_1.mp4,063_Deathbots_00_01TitleScreen,0.06,0.01
063_segment_60.mp4,063_Deathbots_03_04Level5,0.05,0.03
063_segment_19.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_33.mp4,063_Deathbots_04_05BossTheme,0.03,0.02
063_segment_13.mp4,063_Deathbots_01_02Level12,0.01,0.01
063_segment_16.mp4,063_Deathbots_04_05BossTheme,0.04,0.02
063_segment_52.mp4,063_Deathbots_02_03Level346,0.01,0.03
063_segment_35.mp4,063_Deathbots_04_05BossTheme,0.05,0.02
063_segment_24.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_3.mp4,063_Deathbots_00_01TitleScreen,0.04,0.02
063_segment_47.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_59.mp4,063_Deathbots_04_05BossTheme,0.04,0.03
063_segment_48.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_30.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_53.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_25.mp4,063_Deathbots_04_05BossTheme,0.05,0.03
063_segment_34.mp4,063_Deathbots_04_05BossTheme,0.03,0.02
063_segment_46.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_43.mp4,063_Deathbots_03_04Level5,0.08,0.03
063_segment_41.mp4,063_Deathbots_03_04Level5,0.07,0.05
063_segment_49.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_2.mp4,063_Deathbots_00_01TitleScreen,0.05,0.03
063_segment_40.mp4,063_Deathbots_03_04Level5,0.07,0.05
063_segment_21.mp4,063_Deathbots_02_03Level346,0.01,0.02
063_segment_5.mp4,063_Deathbots_00_01TitleScreen,0.03,0.01
063_segment_42.mp4,063_Deathbots_03_04Level5,0.06,0.04
063_segment_22.mp4,063_Deathbots_02_03Level346,0.01,0.03
063_segment_61.mp4,063_Deathbots_00_01TitleScreen,0.05,0.03
063_segment_14.mp4,063_Deathbots_03_04Level5,0.03,0.02
063_segment_8.mp4,063_Deathbots_03_04Level5,0.04,0.02
