sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
029_segment_190.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_125.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_2.mp4,029_Battleship_02_03GameTheme,0.08,0.03
029_segment_149.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_259.mp4,029_Battleship_02_03GameTheme,0.11,0.04
029_segment_103.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_119.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_61.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_87.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_102.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_133.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_54.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_62.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_55.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_226.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_170.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_116.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_175.mp4,029_Battleship_01_02SetUpTheme,0.09,0.03
029_segment_243.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_130.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_180.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_166.mp4,029_Battleship_02_03GameTheme,0.12,0.03
029_segment_272.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_30.mp4,029_Battleship_02_03GameTheme,0.11,0.04
029_segment_191.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_160.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_188.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_110.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_224.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_67.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_178.mp4,029_Battleship_02_03GameTheme,0.09,0.03
029_segment_242.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_161.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_254.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_32.mp4,029_Battleship_02_03GameTheme,0.11,0.03
029_segment_95.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_101.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_267.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_51.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_66.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_41.mp4,029_Battleship_02_03GameTheme,0.08,0.02
029_segment_219.mp4,029_Battleship_02_03GameTheme,0.12,0.03
029_segment_108.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_223.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_249.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_44.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_53.mp4,029_Battleship_02_03GameTheme,0.1,0.03
029_segment_120.mp4,029_Battleship_02_03GameTheme,0.1,0.03
